MethodID,package,class,method,LOC,CYCLO,ATFD,LAA,is_long_method,iPlasma,PMD,is_feature_envy
395,net.sf.jasperreports.engine.xml,JRGenericPrintElementParameterFactory.Parameter,Parameter(JRGenericPrintElement;String),5,1,0,1,FALSE,FALSE,FALSE,FALSE
396,net.sf.jasperreports.engine.xml,JRGenericPrintElementParameterFactory.Parameter,setValue(JRGenericPrintElementParameterFactory.ParameterValue),4,1,0,1,FALSE,FALSE,FALSE,FALSE
397,net.sf.jasperreports.engine.export.xmlss,JRXmlssExporter,exportReportToStream(Writer),128,15,4,0.818182,TRUE,TRUE,TRUE,FALSE
398,net.sf.jasperreports.engine.export.xmlss,JRXmlssExporter,exportPage(JRPrintPage;CutsInfo;int;JRPrintElementIndex;boolean),157,21,9,0.608696,TRUE,TRUE,TRUE,FALSE
399,weka.estimators,KDConditionalEstimator,KDConditionalEstimator(int;double),7,2,0,1,FALSE,FALSE,FALSE,FALSE
400,weka.estimators,KDConditionalEstimator,addValue(double;double;double),4,1,0,1,FALSE,FALSE,FALSE,FALSE
401,weka.estimators,UnivariateKernelEstimator,main(String[]),161,30,0,0,TRUE,TRUE,TRUE,FALSE
402,weka.estimators,CheckEstimator,runBasicTest(CheckEstimator.AttrTypes;int;int;int;int;int;boolean;boolean;int;int;int;FastVector),104,15,0,1,TRUE,TRUE,TRUE,FALSE
403,weka.classifiers.functions,SMO.BinarySMO,buildClassifier(Instances;int;int;boolean;int;int),193,30,4,0.84,TRUE,TRUE,TRUE,FALSE
404,org.argouml.uml.ui.foundation.extension_mechanisms,UMLStereotypeTagDefinitionListModel,UMLStereotypeTagDefinitionListModel(),5,1,0,0,FALSE,FALSE,FALSE,FALSE
405,org.argouml.uml.ui.foundation.extension_mechanisms,UMLStereotypeTagDefinitionListModel,buildModelList(),5,2,1,1,FALSE,FALSE,FALSE,FALSE
406,org.argouml.uml.ui.foundation.extension_mechanisms,UMLStereotypeTagDefinitionListModel,isValidElement(Object),5,1,1,1,FALSE,FALSE,FALSE,FALSE
407,org.argouml.model.euml,ModelEventPumpEUMLImpl,fireEvent(Object;Object;Object;int;String;EReference),147,15,0,0.333333,TRUE,TRUE,TRUE,FALSE
408,org.argouml.profile.internal.ocl.uml14,CollectionsModelInterpreter,invokeFeature(Map;Object;String;String;Object[]),388,78,0,0,TRUE,TRUE,TRUE,FALSE
409,org.jruby.java.invokers,FieldMethodZero,FieldMethodZero(String;RubyModule;Field),8,2,1,0.666667,FALSE,FALSE,FALSE,FALSE
410,org.jruby.java.invokers,FieldMethodZero,safeConvert(IRubyObject),11,4,0,1,FALSE,FALSE,TRUE,FALSE
411,org.apache.poi.hslf.exceptions,CorruptPowerPointFileException,CorruptPowerPointFileException(String),3,1,0,0,FALSE,FALSE,FALSE,FALSE
412,org.apache.poi.hslf.exceptions,HSLFException,HSLFException(),3,1,0,0,FALSE,FALSE,FALSE,FALSE
413,org.apache.poi.hssf.eventusermodel.examples,XLS2CSVmra,processRecord(Record),176,32,28,0.348837,TRUE,TRUE,TRUE,TRUE
414,org.apache.poi.hslf.examples,DataExtraction,main(String[]),108,19,7,0,TRUE,TRUE,TRUE,TRUE
415,net.wastl.webmail.storage.simple,SimpleStorage,SimpleStorage(WebMailServer),4,1,0,0,FALSE,FALSE,FALSE,FALSE
416,net.wastl.webmail.storage.simple,SimpleStorage,initConfig(),8,1,0,0,FALSE,FALSE,FALSE,FALSE
417,net.wastl.webmail.storage.simple,SimpleStorage,loadXMLSysData(),20,3,0,1,FALSE,FALSE,FALSE,FALSE
418,net.wastl.webmail.storage.simple,SimpleStorage,saveXMLSysData(),21,2,2,0.666667,FALSE,FALSE,FALSE,FALSE
419,(default package),SendMessage,handleURL(String;HTTPSession;HTTPRequestHeader),339,39,11,0.266667,TRUE,TRUE,TRUE,TRUE
420,net.wastl.webmail.logger,ServletLogger,ServletLogger(WebMailServer;Storage),13,2,1,0.666667,FALSE,FALSE,FALSE,FALSE
